Post,Comment,Sentiment,Intent,Similarity,Cluster_KMeans
post_11,comment_14,1,Criticism,0.1506416648626327,1
post_11,comment_15,0,Criticism,0.427003413438797,1
post_11,comment_16,0,Criticism,0.2861339449882507,1
post_11,comment_17,1,Statement,0.1573566496372223,0
post_11,comment_18,0,Criticism,0.0569643601775169,1
post_11,comment_19,1,Appreciation,0.2143956124782562,2
post_12,comment_01,1,Inquiry,0.459520161151886,0
post_13,comment_01,0,Forward,0.0385484173893928,4
post_13,comment_02,0,Forward,0.1129763573408126,4
post_13,comment_03,0,Forward,-0.0869919210672378,4
post_14,comment_01,0,Statement,0.4551026225090027,0
post_15,comment_01,0,Statement,0.5977925062179565,0
post_16,comment_01,0,Forward,0.3014808297157287,4
post_16,comment_02,1,Inquiry,0.3094112277030945,5
post_17,comment_01,0,Inquiry,0.2760149240493774,5
post_18,comment_01,-1,Criticism,0.4280773103237152,1
post_18,comment_02,-1,Criticism,0.5143271088600159,1
post_18,comment_03,-1,Criticism,0.3312088847160339,1
post_19,comment_01,-1,Criticism,0.3697802424430847,1
post_19,comment_02,0,Forward,0.0763004869222641,4
post_20,comment_01,0,Statement,0.3001229465007782,3
post_21,comment_01,0,Inquiry,0.1210607290267944,5
post_21,comment_02,1,Statement,0.1952885687351226,0
post_22,comment_01,0,Inquiry,0.3238667249679565,5
post_22,comment_02,-1,Inquiry,0.0507543087005615,5
post_22,comment_03,0,Inquiry,0.0566696375608444,5
post_22,comment_04,-1,Criticism,0.3999828100204468,1
post_22,comment_05,-1,Inquiry,0.1608287692070007,5
post_22,comment_06,1,Criticism,0.2626042068004608,0
post_22,comment_07,0,Inquiry,0.753874659538269,5
post_22,comment_08,1,Appreciation,0.2998104691505432,2
post_22,comment_09,-1,Criticism,0.5484924912452698,1
post_23,comment_01,-1,Criticism,0.4071816205978393,1
post_23,comment_02,-1,Criticism,0.3138370513916015,1
post_23,comment_03,-1,Criticism,0.2595282196998596,1
post_23,comment_04,-1,Criticism,0.2613478004932403,1
post_23,comment_05,-1,Criticism,0.5935436487197876,1
post_23,comment_06,0,Criticism,0.4484321177005768,1
post_23,comment_07,0,Criticism,0.3413343131542206,1
post_23,comment_08,0,Statement,0.1470378786325454,3
post_23,comment_09,-1,Criticism,0.597093939781189,1
post_23,comment_10,-1,Criticism,0.4630114436149597,1
post_23,comment_11,0,Statement,0.0857026129961013,3
post_24,comment_01,-1,Criticism,0.578740119934082,1
post_25,comment_01,-1,Criticism,0.7078099250793457,1
post_26,comment_01,0,Forward,0.0910845547914505,4
post_27,comment_01,0,Inquiry,0.1971529126167297,5
post_28,comment_01,1,Inquiry,0.4016934037208557,5
post_29,comment_01,-1,Criticism,0.3153015375137329,1
post_29,comment_02,0,Statement,0.1504107266664505,3
post_29,comment_03,0,Criticism,0.4136877655982971,1
post_29,comment_04,-1,Criticism,0.4790860414505005,1
post_29,comment_05,0,Statement,0.4153940081596374,0
post_29,comment_06,-1,Criticism,0.4932685494422912,1
post_30,comment_01,0,Criticism,0.4885551333427429,0
post_30,comment_02,1,Appreciation,0.3273653388023376,2
post_31,comment_01,0,Inquiry,0.1581607311964035,3
post_31,comment_02,0,Statement,0.5246276259422302,0
post_31,comment_03,0,Inquiry,0.1752891540527343,5
post_31,comment_04,-1,Criticism,0.1197569444775581,1
post_31,comment_05,0,Criticism,0.2657236158847809,1
post_31,comment_06,0,Criticism,0.1300375908613205,1
post_32,comment_01,0,Forward,0.0407574549317359,4
post_33,comment_01,1,Appreciation,0.2904213666915893,2
post_34,comment_01,-1,Criticism,0.2294188886880874,1
post_35,comment_01,-1,Criticism,0.6550149321556091,1
post_36,comment_01,1,Criticism,0.3307026326656341,0
post_36,comment_02,1,Appreciation,0.4502315819263458,2
post_36,comment_03,1,Statement,0.3419626653194427,0
post_36,comment_04,1,Appreciation,0.1097873747348785,2
post_36,comment_05,1,Appreciation,0.2150075286626815,2
post_37,comment_01,-1,Criticism,0.1412251740694046,1
post_38,comment_01,0,Forward,0.0834939107298851,4
post_39,comment_01,0,Inquiry,0.4448930621147156,5
post_39,comment_02,-1,Criticism,0.6128658056259155,1
post_39,comment_03,0,Statement,0.5008519887924194,0
post_39,comment_04,0,Statement,0.4257320463657379,0
post_39,comment_05,1,Appreciation,0.5519895553588867,2
post_39,comment_06,-1,Inquiry,0.6144027709960938,5
post_40,comment_01,0,Forward,0.1838056147098541,5
post_41,comment_01,1,Statement,0.2487134039402008,0
post_41,comment_02,-1,Inquiry,0.372335135936737,5
post_42,comment_01,0,Statement,0.2396413683891296,3
post_43,comment_01,0,Inquiry,0.0926796793937683,5
post_43,comment_02,-1,Criticism,0.1925990581512451,3
post_44,comment_01,1,Statement,0.4566112160682678,0
post_44,comment_02,-1,Statement,0.3867785930633545,3
post_44,comment_03,0,Criticism,0.4849441945552826,1
post_44,comment_04,0,Criticism,0.2615750133991241,1
post_45,comment_01,-1,Statement,0.6961058378219604,3
post_45,comment_02,0,Forward,0.0880214422941207,4
post_46,comment_01,0,Forward,0.132633090019226,4
post_46,comment_02,0,Forward,0.132633090019226,4
post_46,comment_03,0,Forward,0.1432109773159027,4
post_47,comment_01,1,Criticism,0.3535891473293304,1
post_47,comment_02,1,Statement,0.2445522844791412,0
post_47,comment_03,1,Statement,0.1885080933570861,0
post_47,comment_04,1,Appreciation,0.3314017355442047,2
post_47,comment_05,0,Statement,0.2942235767841339,3
post_48,comment_01,0,Inquiry,0.2727749943733215,5
post_49,comment_01,0,Inquiry,0.3939241766929626,5
post_49,comment_02,-1,Criticism,0.4033663272857666,1
post_49,comment_03,0,Forward,0.1579405665397644,4
post_50,comment_01,-1,Criticism,0.1490862369537353,1
post_50,comment_02,1,Criticism,0.5606590509414673,1
post_50,comment_03,-1,Inquiry,0.5500560998916626,5
post_50,comment_04,-1,Criticism,0.2777768969535827,1
post_51,comment_01,-1,Statement,0.294801115989685,3
post_52,comment_01,-1,Criticism,0.3515264987945556,1
post_53,comment_01,1,Statement,0.2088008821010589,0
post_54,comment_01,-1,Statement,0.0075154732912778,3
post_54,comment_02,1,Statement,0.3464465737342834,0
post_54,comment_03,-1,Criticism,0.4069788157939911,1
post_54,comment_04,-1,Statement,0.12028519064188,3
post_54,comment_05,1,Criticism,0.358025461435318,0
post_54,comment_06,1,Inquiry,0.4046479761600494,5
post_54,comment_07,-1,Criticism,0.5857140421867371,1
post_54,comment_08,-1,Criticism,0.4750478863716125,1
post_54,comment_09,-1,Criticism,0.424318253993988,1
post_54,comment_10,-1,Criticism,0.4205221235752105,1
post_54,comment_11,-1,Statement,0.1914365589618683,3
post_54,comment_12,-1,Criticism,0.495479941368103,1
post_54,comment_13,0,Statement,0.0216510035097599,3
post_54,comment_14,-1,Statement,0.1363378167152404,3
post_55,comment_01,0,Forward,0.0725515559315681,5
post_55,comment_02,-1,Statement,0.1652817279100418,3
post_56,comment_01,-1,Criticism,0.5424211621284485,1
post_56,comment_02,-1,Criticism,0.3552206754684448,1
post_56,comment_03,0,Statement,0.3899757862091064,0
post_57,comment_01,0,Criticism,0.2753491997718811,3
post_58,comment_01,-1,Inquiry,0.2282557338476181,5
post_58,comment_02,1,Appreciation,0.2684936225414276,2
post_59,comment_01,0,Statement,0.3374494910240173,0
post_59,comment_02,1,Statement,0.4103986620903015,0
post_60,comment_01,-1,Inquiry,0.7222815752029419,5
post_61,comment_01,0,Criticism,0.4019333124160766,1
post_62,comment_01,1,Statement,0.3545150756835937,0
post_62,comment_02,0,Criticism,0.0599460452795028,1
post_62,comment_03,1,Appreciation,0.2386572659015655,2
post_62,comment_04,1,Statement,0.3184041976928711,0
post_63,comment_01,0,Statement,0.2469262778759002,3
post_64,comment_01,0,Inquiry,0.7021774053573608,5
post_64,comment_02,0,Criticism,0.4574847519397735,1
post_64,comment_03,0,Statement,0.0941257029771804,3
post_64,comment_04,0,Criticism,0.3556149005889892,1
post_64,comment_05,-1,Criticism,0.3061837553977966,1
post_65,comment_01,0,Criticism,0.1251783072948455,1
post_66,comment_01,-1,Inquiry,0.2881636917591095,5
post_66,comment_02,1,Statement,0.2929801940917969,0
post_66,comment_03,1,Criticism,0.3962398171424866,0
post_66,comment_04,-1,Inquiry,0.4897218346595764,5
post_66,comment_05,-1,Criticism,0.5816646814346313,1
post_66,comment_06,0,Statement,0.474414050579071,3
post_67,comment_01,0,Appreciation,0.6009547710418701,2
post_67,comment_02,0,Statement,0.4652095437049866,0
post_67,comment_03,-1,Statement,0.3332399725914001,3
post_68,comment_01,-1,Statement,0.3884552419185638,3
post_68,comment_02,1,Statement,0.4206479489803314,0
post_68,comment_03,0,Inquiry,0.3776203393936157,5
post_69,comment_01,-1,Inquiry,0.1449829638004303,5
post_70,comment_01,0,Forward,0.251643419265747,1
post_70,comment_02,1,Inquiry,0.3048151731491089,5
post_71,comment_01,-1,Criticism,0.5770163536071777,1
post_71,comment_02,-1,Criticism,0.2826431095600128,1
post_71,comment_03,0,Inquiry,0.4822985529899597,5
post_71,comment_04,-1,Criticism,0.371438592672348,1
post_71,comment_05,-1,Criticism,0.4044976830482483,1
post_71,comment_06,1,Forward,0.0811764970421791,4
post_71,comment_07,-1,Criticism,0.6597146987915039,1
post_71,comment_08,-1,Criticism,0.21122607588768,1
post_71,comment_09,0,Criticism,0.5064939260482788,1
post_72,comment_01,0,Statement,0.1080045476555824,3
post_73,comment_01,-1,Inquiry,0.5782811641693115,5
post_74,comment_01,-1,Criticism,0.4904855489730835,1
post_74,comment_02,1,Statement,0.3557220995426178,0
post_74,comment_03,-1,Criticism,0.4558159112930298,1
post_74,comment_04,-1,Forward,0.0890650451183319,4
post_74,comment_05,1,Inquiry,0.6344956159591675,5
post_74,comment_06,0,Inquiry,0.6057866811752319,5
post_74,comment_07,-1,Criticism,0.300637274980545,1
post_74,comment_08,1,Statement,0.2867678999900818,0
post_74,comment_09,0,Statement,0.6071179509162903,0
post_74,comment_10,1,Inquiry,0.5193788409233093,5
post_74,comment_11,1,Inquiry,0.3068984746932983,5
post_74,comment_12,1,Statement,0.3472688198089599,0
post_74,comment_13,0,Criticism,0.3813355565071106,1
post_74,comment_14,0,Criticism,0.2909717857837677,1
post_74,comment_15,1,Inquiry,0.5948870182037354,5
post_74,comment_16,0,Inquiry,0.2576316595077514,5
post_74,comment_17,-1,Inquiry,0.4432095885276794,5
post_74,comment_18,0,Inquiry,0.5686535835266113,5
post_74,comment_19,-1,Criticism,0.1939164996147155,3
post_75,comment_01,0,Criticism,0.5433701276779175,1
post_75,comment_02,0,Criticism,0.4905605316162109,1
post_75,comment_03,1,Statement,0.0394955724477767,0
post_76,comment_01,-1,Inquiry,0.2030861973762512,5
post_76,comment_02,0,Inquiry,0.1952683478593826,5
post_76,comment_03,0,Inquiry,0.7001093626022339,5
post_76,comment_04,0,Statement,0.2393825203180313,3
post_77,comment_01,-1,Inquiry,0.216654285788536,5
post_78,comment_01,0,Statement,0.7848360538482666,0
post_78,comment_02,-1,Inquiry,0.0767257809638977,5
post_79,comment_01,0,Forward,0.1450439691543579,4
post_79,comment_02,0,Forward,0.1450439691543579,4
post_79,comment_03,0,Forward,0.1169056072831153,4
post_79,comment_04,-1,Criticism,0.5661072731018066,1
post_79,comment_05,0,Forward,0.1989206969738006,4
post_79,comment_06,0,Forward,0.1450439691543579,4
post_79,comment_07,-1,Criticism,0.5213112831115723,1
post_79,comment_08,0,Criticism,0.6184036731719971,0
post_80,comment_01,1,Criticism,0.1755387634038925,0
post_81,comment_01,-1,Criticism,0.2570386528968811,1
post_82,comment_01,-1,Criticism,0.2658306658267975,1
post_83,comment_01,-1,Statement,0.0289887189865112,3
post_83,comment_02,0,Forward,0.3836462795734405,4
post_84,comment_01,0,Inquiry,0.2691753208637237,5
post_85,comment_01,0,Forward,0.1696067452430725,4
post_85,comment_02,-1,Criticism,0.454744279384613,1
post_85,comment_03,0,Inquiry,0.3903219997882843,5
post_85,comment_04,-1,Inquiry,0.3224367499351501,5
post_85,comment_05,-1,Inquiry,0.4854456186294555,5
post_85,comment_06,-1,Inquiry,0.445280909538269,5
post_85,comment_07,0,Inquiry,0.3552840948104858,5
post_86,comment_01,1,Statement,0.3520039618015289,0
post_86,comment_02,1,Appreciation,0.3472484350204468,2
post_86,comment_03,1,Appreciation,0.359293520450592,2
post_87,comment_01,-1,Inquiry,0.4739870131015777,5
post_88,comment_01,1,Statement,0.3186430335044861,0
post_88,comment_02,0,Criticism,0.466683954000473,1
post_88,comment_03,1,Statement,0.2527427077293396,0
post_89,comment_01,-1,Criticism,0.3466235995292663,1
post_89,comment_02,0,Criticism,0.4732388854026794,5
post_89,comment_03,-1,Criticism,0.5589163899421692,1
post_89,comment_04,0,Statement,0.6596870422363281,0
post_89,comment_05,-1,Criticism,0.601966142654419,1
post_90,comment_01,0,Inquiry,0.2727638483047485,5
post_91,comment_01,1,Appreciation,0.1690011620521545,2
post_91,comment_02,0,Inquiry,0.6540399193763733,5
post_91,comment_03,1,Statement,0.3218101859092712,0
post_91,comment_04,1,Statement,0.3001307547092438,0
post_91,comment_05,-1,Statement,0.2520455420017242,3
post_91,comment_06,1,Statement,0.1082489117980003,0
post_91,comment_07,-1,Criticism,0.4684821963310241,1
post_91,comment_08,1,Appreciation,0.2762952744960785,2
post_91,comment_09,1,Appreciation,0.1710940599441528,2
post_91,comment_10,-1,Criticism,0.5162140130996704,1
post_91,comment_11,1,Statement,0.2388327270746231,0
post_91,comment_12,-1,Statement,0.2520455420017242,3
post_91,comment_13,-1,Criticism,0.5050108432769775,1
post_91,comment_14,0,Forward,0.086656279861927,4
post_91,comment_15,-1,Statement,0.3305829167366028,3
post_92,comment_01,0,Inquiry,0.0570741556584835,5
post_93,comment_01,1,Statement,0.2240000963211059,0
post_94,comment_01,0,Forward,0.3288649022579193,4
post_94,comment_02,0,Statement,0.2584405541419983,3
post_94,comment_03,1,Appreciation,0.5434808731079102,2
post_94,comment_04,0,Statement,0.4435034394264221,0
post_94,comment_05,1,Appreciation,0.633930504322052,2
post_94,comment_06,1,Statement,0.4470747709274292,0
post_95,comment_01,0,Statement,0.1471498012542724,3
post_95,comment_02,0,Statement,0.1742713153362274,3
post_95,comment_03,0,Forward,0.1315940618515014,4
post_95,comment_04,-1,Inquiry,0.404567539691925,5
post_95,comment_05,0,Inquiry,0.5527516603469849,5
post_95,comment_06,-1,Inquiry,0.6912773847579956,5
post_95,comment_07,0,Statement,0.0514285527169704,3
post_95,comment_08,-1,Inquiry,0.1504716724157333,5
post_95,comment_09,0,Forward,0.1315940618515014,4
post_96,comment_01,0,Criticism,0.4752181768417358,1
post_96,comment_02,-1,Inquiry,0.4022952914237976,5
post_96,comment_03,0,Criticism,0.4622382521629333,1
post_96,comment_04,-1,Criticism,0.2551648020744324,1
post_96,comment_05,0,Criticism,0.276795744895935,1
post_97,comment_01,0,Forward,0.1165292561054229,4
post_97,comment_02,1,Inquiry,0.1895858645439148,5
post_97,comment_03,0,Inquiry,0.2606948018074035,5
post_97,comment_04,1,Statement,0.5388259887695312,0
post_98,comment_01,1,Inquiry,0.5760306119918823,5
post_99,comment_01,0,Statement,0.6475487947463989,5
post_100,comment_01,-1,Inquiry,0.2122550457715988,5
post_101,comment_01,-1,Inquiry,0.4593468904495239,5
post_102,comment_01,0,Statement,0.2851824462413788,3
post_102,comment_02,1,Appreciation,0.4498484432697296,2
post_103,comment_01,-1,Inquiry,0.5250375270843506,5
post_103,comment_02,0,Inquiry,0.1319007277488708,3
post_103,comment_03,0,Forward,0.1107801869511604,5
post_103,comment_04,-1,Inquiry,0.6147047281265259,5
post_104,comment_01,1,Statement,0.3030844926834106,0
post_105,comment_01,-1,Criticism,0.481107234954834,1
post_105,comment_02,0,Statement,0.5990914106369019,0
post_105,comment_03,-1,Statement,0.1873638182878494,3
post_106,comment_01,1,Appreciation,0.4824091792106628,2
post_107,comment_01,0,Statement,0.473342627286911,0
post_107,comment_02,0,Statement,0.3430230021476745,3
post_107,comment_03,1,Statement,0.2870952188968658,0
post_108,comment_01,-1,Statement,0.2749562263488769,3
post_109,comment_01,-1,Inquiry,0.0330163016915321,5
post_110,comment_01,0,Criticism,0.3267012238502502,1
post_111,comment_01,-1,Inquiry,0.0904051959514617,5
post_111,comment_02,-1,Statement,0.0838013142347335,3
post_112,comment_01,-1,Inquiry,0.5175924897193909,5
post_112,comment_02,0,Forward,-0.0015472918748855,4
post_113,comment_01,-1,Criticism,0.2432233691215515,1
post_114,comment_01,0,Inquiry,0.1631639301776886,5
post_114,comment_02,0,Forward,0.057454090565443,4
post_114,comment_03,0,Forward,0.057454090565443,4
post_115,comment_01,0,Forward,-0.0137882102280855,4
post_116,comment_01,0,Inquiry,0.5969228744506836,5
post_116,comment_02,-1,Criticism,0.5887103080749512,1
post_116,comment_03,-1,Statement,0.5384957790374756,3
post_116,comment_04,-1,Statement,0.0997513979673385,3
post_117,comment_01,-1,Criticism,0.4204786717891693,1
post_118,comment_01,-1,Criticism,0.2791435718536377,1
post_118,comment_02,-1,Criticism,0.4094570875167846,1
post_118,comment_03,-1,Criticism,0.2537747621536255,1
post_118,comment_04,0,Statement,0.3035933971405029,3
post_119,comment_01,-1,Inquiry,0.4800769090652466,5
post_120,comment_01,-1,Statement,0.2924920618534088,3
post_121,comment_01,-1,Criticism,0.515758752822876,1
post_122,comment_01,1,Statement,0.5115387439727783,0
post_122,comment_02,1,Appreciation,0.4527901411056518,2
post_123,comment_01,0,Forward,0.1543094366788864,4
post_123,comment_02,0,Forward,0.2007620632648468,4
post_123,comment_03,0,Forward,0.2007620632648468,4
post_123,comment_04,0,Forward,0.2007620632648468,4
post_124,comment_01,0,Forward,0.4733230769634247,1
post_125,comment_01,-1,Criticism,0.3282696604728699,1
post_125,comment_02,-1,Criticism,0.3962946534156799,1
post_125,comment_03,-1,Criticism,0.5389329195022583,1
post_125,comment_04,-1,Criticism,0.4328934848308563,1
post_125,comment_05,-1,Criticism,0.5749318599700928,1
post_125,comment_06,0,Statement,0.2089153975248336,3
post_125,comment_07,0,Criticism,0.2692726254463196,1
post_125,comment_08,0,Inquiry,0.4643892645835876,5
post_125,comment_09,-1,Criticism,0.4021330773830414,1
post_125,comment_10,1,Criticism,0.666527509689331,0
post_125,comment_11,1,Appreciation,0.694802463054657,2
post_125,comment_12,-1,Criticism,0.528648853302002,1
post_125,comment_13,-1,Criticism,0.5130159854888916,1
post_125,comment_14,-1,Criticism,0.3249638080596924,1
post_125,comment_15,1,Criticism,0.5196451544761658,0
post_125,comment_16,1,Appreciation,0.7154774069786072,2
post_125,comment_17,0,Criticism,0.3469196856021881,1
post_125,comment_18,0,Criticism,0.3454940021038055,1
post_125,comment_19,1,Statement,0.3466604948043823,0
post_125,comment_20,1,Appreciation,0.3139339983463287,2
post_125,comment_21,-1,Criticism,0.3743616938591003,1
post_125,comment_22,1,Appreciation,0.6986535787582397,2
post_125,comment_23,0,Statement,0.2760504484176636,3
post_125,comment_24,1,Appreciation,0.7033647298812866,2
post_125,comment_25,-1,Criticism,0.4846424758434295,1
post_125,comment_26,0,Forward,0.1224697679281234,4
post_125,comment_27,0,Forward,0.3849949836730957,1
post_125,comment_28,-1,Inquiry,0.2340834587812423,5
post_125,comment_29,0,Forward,0.12246984988451,4
post_125,comment_30,0,Statement,0.2114561796188354,3
post_125,comment_31,1,Appreciation,0.7031049728393555,2
post_125,comment_32,0,Forward,0.4142807126045227,4
post_125,comment_33,0,Forward,0.2791042327880859,4
post_126,comment_01,-1,Inquiry,0.577236533164978,5
post_126,comment_02,0,Statement,0.3283393681049347,3
post_126,comment_03,-1,Criticism,0.5220635533332825,1
post_126,comment_04,-1,Statement,0.0318708792328834,3
post_126,comment_05,-1,Criticism,0.5576276779174805,1
post_126,comment_06,1,Appreciation,0.6968704462051392,0
post_126,comment_07,-1,Criticism,0.6028766632080078,1
post_126,comment_08,1,Statement,0.5649757981300354,0
post_126,comment_09,-1,Criticism,0.0662453323602676,1
post_126,comment_10,-1,Statement,0.401876151561737,1
post_126,comment_11,-1,Criticism,0.3478395342826843,1
post_126,comment_12,0,Forward,0.1377122700214386,4
post_126,comment_13,-1,Criticism,0.502541720867157,1
post_126,comment_14,-1,Inquiry,0.6302223205566406,5
post_126,comment_15,0,Criticism,0.2150469869375229,1
post_127,comment_01,1,Statement,0.1344659626483917,0
post_127,comment_02,-1,Criticism,0.5044606924057007,1
post_127,comment_03,0,Criticism,0.4072450399398803,1
post_127,comment_04,-1,Statement,0.1547130048274994,3
post_127,comment_05,0,Inquiry,0.2839132249355316,5
post_127,comment_06,0,Statement,0.2745227217674255,0
post_127,comment_07,0,Statement,0.1401208192110061,3
post_127,comment_08,1,Inquiry,0.2754213213920593,5
post_127,comment_09,0,Statement,0.4384084939956665,3
post_127,comment_10,1,Inquiry,0.2680018544197082,5
post_128,comment_01,0,Inquiry,0.3957036733627319,5
post_128,comment_02,0,Forward,0.0485798269510269,4
post_128,comment_03,0,Forward,0.0485799089074134,4
post_128,comment_04,0,Statement,0.1715902686119079,3
post_128,comment_05,0,Statement,0.0860264301300048,3
post_129,comment_01,0,Forward,0.1925068497657776,4
post_129,comment_02,0,Inquiry,0.5601608753204346,5
post_129,comment_03,-1,Inquiry,0.6222913861274719,5
post_129,comment_04,0,Criticism,0.6006113290786743,1
post_130,comment_01,0,Statement,0.4674060642719269,0
post_131,comment_01,-1,Inquiry,0.174246460199356,5
post_131,comment_02,0,Statement,0.335941880941391,3
post_131,comment_03,1,Statement,0.4222982227802276,0
post_132,comment_01,-1,Criticism,0.3803436160087585,3
post_132,comment_02,1,Inquiry,0.4231911301612854,5
post_133,comment_01,0,Statement,0.2446642369031906,3
post_134,comment_01,1,Appreciation,0.1158550679683685,2
post_134,comment_02,0,Inquiry,0.3505679965019226,5
post_134,comment_03,-1,Criticism,0.6609089374542236,1
post_134,comment_04,1,Statement,0.0618146285414695,0
post_134,comment_05,-1,Criticism,0.5708523392677307,1
post_134,comment_06,0,Inquiry,0.0755079835653305,5
post_134,comment_07,-1,Criticism,0.6393207907676697,1
post_134,comment_08,1,Appreciation,0.1834328770637512,2
post_134,comment_09,1,Statement,0.1891730576753616,0
post_134,comment_10,1,Appreciation,0.0769544914364814,2
post_134,comment_11,-1,Inquiry,0.2270332276821136,5
post_134,comment_12,1,Statement,0.0336053371429443,0
post_134,comment_13,0,Statement,0.3006101250648498,3
post_134,comment_14,0,Inquiry,0.3276596665382385,5
post_134,comment_15,0,Statement,0.0335933677852153,3
post_134,comment_16,0,Inquiry,0.2091947197914123,5
post_134,comment_17,0,Statement,-0.0624096021056175,3
post_134,comment_18,0,Forward,0.0950236767530441,4
post_134,comment_19,0,Forward,-0.0128402020782232,4
post_134,comment_20,0,Forward,-0.0128402020782232,4
post_134,comment_21,0,Forward,-0.0128402020782232,4
post_135,comment_01,0,Statement,0.2710722386837005,3
post_135,comment_02,1,Appreciation,0.0960104838013649,2
post_135,comment_03,1,Statement,0.0214469637721776,0
post_135,comment_04,0,Inquiry,0.3792328834533691,5
post_136,comment_01,-1,Statement,0.4773110747337341,1
post_136,comment_02,-1,Criticism,0.4365076124668121,1
post_136,comment_03,-1,Criticism,0.4076500535011291,1
post_136,comment_04,-1,Criticism,0.353742390871048,1
post_136,comment_05,0,Criticism,0.3793556094169616,1
post_136,comment_06,1,Criticism,0.2441649734973907,0
post_136,comment_07,-1,Statement,0.1688280999660492,3
post_136,comment_08,0,Statement,0.3221222162246704,3
post_136,comment_09,-1,Criticism,0.240611657500267,1
post_137,comment_01,0,Inquiry,0.4428173899650574,5
post_138,comment_01,-1,Inquiry,0.2237616777420044,5
post_138,comment_02,1,Statement,0.5799204111099243,0
post_139,comment_01,1,Statement,0.2993114590644836,0
post_139,comment_02,1,Inquiry,0.1891420036554336,5
post_139,comment_03,-1,Statement,0.2583764195442199,3
post_140,comment_01,-1,Inquiry,0.2439721822738647,5
post_141,comment_01,0,Forward,0.1622128039598465,4
post_142,comment_01,-1,Inquiry,0.2634826898574829,5
post_142,comment_02,1,Statement,0.1593336760997772,0
post_142,comment_03,1,Statement,0.1593336760997772,0
post_142,comment_04,1,Appreciation,0.3864859938621521,2
post_143,comment_01,1,Appreciation,0.4445782899856567,2
post_144,comment_01,-1,Criticism,0.1875197887420654,1
post_144,comment_02,0,Forward,0.036898348480463,4
post_144,comment_03,0,Forward,0.036898348480463,4
post_144,comment_04,0,Forward,0.036898348480463,4
post_145,comment_01,0,Forward,0.1540973782539367,4
post_145,comment_02,1,Statement,0.2085689455270767,0
post_145,comment_03,0,Inquiry,0.4625235795974731,5
post_145,comment_04,-1,Criticism,0.2898283004760742,1
post_145,comment_05,0,Statement,-0.0289107076823711,3
post_145,comment_06,-1,Statement,0.0907929986715316,3
post_145,comment_07,1,Inquiry,0.5144166350364685,5
post_145,comment_08,-1,Statement,0.321254551410675,1
post_146,comment_01,0,Statement,0.3874078392982483,3
post_147,comment_01,0,Criticism,0.3211926221847534,1
post_148,comment_01,-1,Criticism,0.4465061724185943,1
post_149,comment_01,-1,Criticism,0.5842746496200562,1
post_149,comment_02,0,Statement,0.5525562763214111,0
post_149,comment_03,0,Forward,0.0614515356719493,4
post_149,comment_04,-1,Statement,0.4754087328910827,1
post_149,comment_05,1,Forward,0.3205593824386596,4
post_149,comment_06,0,Forward,-0.0299001429229974,4
post_149,comment_07,0,Forward,0.0614515356719493,4
post_149,comment_08,1,Forward,0.196258395910263,4
post_149,comment_09,0,Forward,0.0614515356719493,4
post_149,comment_10,0,Statement,0.102845087647438,3
post_149,comment_11,0,Forward,0.0614515356719493,4
post_149,comment_12,0,Forward,0.0614515356719493,4
post_149,comment_13,0,Forward,0.0614515356719493,4
post_149,comment_14,-1,Criticism,0.5925201773643494,1
